"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2017年9月21日","16.937","16.895","16.920","16.800","0.21K","-1.82%"
"2017年9月20日","17.251","17.255","17.340","17.010","0.09K","0.33%"
"2017年9月19日","17.195","17.135","17.240","17.115","0.16K","0.73%"
"2017年9月18日","17.071","17.490","17.520","17.030","0.21K","-3.02%"
"2017年9月17日","17.602","17.663","17.663","17.590","-","-0.05%"
"2017年9月15日","17.611","17.760","17.800","17.550","0.24K","-0.49%"
"2017年9月14日","17.698","17.650","17.760","17.580","0.28K","-0.42%"
"2017年9月13日","17.772","17.860","17.910","17.635","0.43K","-0.13%"
"2017年9月12日","17.795","17.780","17.870","17.705","0.36K","-0.07%"
"2017年9月11日","17.807","17.890","17.890","17.695","0.40K","-0.69%"
"2017年9月10日","17.930","17.859","17.953","17.828","-","-0.54%"
"2017年9月8日","18.027","18.090","18.160","17.915","0.36K","0.06%"
"2017年9月7日","18.016","17.840","18.105","17.795","0.81K","1.12%"
"2017年9月6日","17.816","17.915","17.970","17.800","0.31K","-0.16%"
"2017年9月5日","17.845","17.780","17.980","17.775","0.95K","-0.39%"
"2017年9月4日","17.914","17.929","18.025","17.865","-","-0.11%"
"2017年9月3日","17.934","17.895","17.957","17.873","-","1.21%"
"2017年9月1日","17.719","17.565","17.720","17.445","0.54K","1.37%"
"2017年8月31日","17.480","17.420","17.600","17.255","1.47K","0.44%"
"2017年8月30日","17.404","17.390","17.460","17.285","21.20K","-0.10%"
"2017年8月29日","17.422","17.422","17.422","17.422","0.00K","-0.05%"
"2017年8月28日","17.431","17.431","17.431","17.431","99.64K","2.28%"
"2017年8月27日","17.042","17.069","17.216","17.040","-","0.02%"
"2017年8月25日","17.038","17.038","17.038","17.038","0.07K","0.51%"
"2017年8月24日","16.952","17.055","17.060","17.055","0.05K","-0.47%"
"2017年8月23日","17.032","17.032","17.032","17.032","0.04K","0.41%"
"2017年8月22日","16.962","16.962","16.962","16.962","0.02K","-0.19%"
"2017年8月21日","16.995","16.995","16.995","16.995","0.02K","0.59%"
"2017年8月20日","16.896","16.939","16.944","16.829","-","-0.49%"
"2017年8月18日","16.980","16.980","16.980","16.980","0.03K","-0.29%"
"2017年8月17日","17.030","17.130","17.130","16.990","0.06K","0.67%"
"2017年8月16日","16.917","16.695","17.065","16.695","0.03K","1.36%"
"2017年8月15日","16.690","16.690","16.690","16.690","0.02K","-2.36%"
"2017年8月14日","17.093","17.055","17.115","16.990","0.06K","0.10%"
"2017年8月13日","17.076","17.104","17.110","17.064","-","0.21%"
"2017年8月11日","17.041","17.095","17.105","17.020","0.05K","0.03%"
"2017年8月10日","17.036","16.945","17.210","16.945","0.17K","1.20%"
"2017年8月9日","16.834","16.505","16.850","16.475","0.09K","2.90%"
"2017年8月8日","16.360","16.365","16.420","16.340","0.04K","0.86%"
"2017年8月7日","16.221","16.200","16.235","16.090","0.00K","-0.02%"
"2017年8月6日","16.225","16.267","16.267","16.225","-","0.02%"
"2017年8月4日","16.222","16.265","16.265","16.205","0.00K","-2.24%"
"2017年8月3日","16.594","16.594","16.594","16.594","57.97K","-0.62%"
"2017年8月2日","16.697","16.697","16.697","16.697","0.01K","-0.19%"
"2017年8月1日","16.728","16.635","16.785","16.635","0.04K","-0.13%"
"2017年7月31日","16.750","16.735","16.825","16.730","0.28K","-0.14%"
"2017年7月30日","16.773","16.757","16.787","16.752","-","0.65%"
"2017年7月28日","16.664","16.495","16.690","16.490","0.08K","0.82%"
"2017年7月27日","16.529","16.625","16.650","16.625","0.01K","0.69%"
"2017年7月26日","16.415","16.400","16.610","16.365","0.10K","-0.50%"
"2017年7月25日","16.497","16.410","16.410","16.265","0.03K","0.60%"
"2017年7月24日","16.398","16.415","16.465","16.355","0.12K","-0.64%"
"2017年7月23日","16.504","16.500","16.506","16.448","-","0.57%"
"2017年7月21日","16.410","16.250","16.440","16.250","0.07K","0.68%"
"2017年7月20日","16.299","16.180","16.325","16.135","0.07K","0.30%"
"2017年7月19日","16.251","16.140","16.250","16.130","0.05K","0.18%"
"2017年7月18日","16.222","16.025","16.255","16.025","0.10K","1.07%"
"2017年7月17日","16.050","16.100","16.110","16.040","0.06K","0.17%"
"2017年7月16日","16.022","15.966","16.024","15.947","-","0.87%"
"2017年7月14日","15.884","15.635","15.965","15.585","0.06K","1.55%"
"2017年7月13日","15.642","15.890","15.890","15.640","0.02K","-1.24%"
"2017年7月12日","15.839","15.770","15.875","15.760","0.06K","0.90%"
"2017年7月11日","15.697","15.575","15.760","15.400","0.16K","0.77%"
"2017年7月10日","15.577","15.540","15.615","15.150","0.29K","-0.08%"
"2017年7月9日","15.589","15.597","15.604","15.538","-","1.42%"
"2017年7月7日","15.371","15.960","15.965","15.300","0.30K","-3.49%"
"2017年7月6日","15.927","15.995","16.000","15.885","0.19K","0.54%"
"2017年7月5日","15.842","16.100","16.100","15.835","0.62K","-1.76%"
"2017年7月4日","16.126","16.152","16.169","16.013","-","0.55%"
"2017年7月3日","16.037","16.580","16.580","16.030","0.43K","-3.35%"
"2017年7月2日","16.593","16.601","16.613","16.583","-","0.15%"
"2017年6月30日","16.568","16.590","16.630","16.440","1.34K","-0.11%"
"2017年6月29日","16.586","16.770","16.860","16.555","17.57K","-0.77%"
"2017年6月28日","16.715","16.745","16.745","16.685","0.01K","0.84%"
"2017年6月27日","16.576","16.576","16.576","16.576","51.95K","0.10%"
"2017年6月26日","16.560","16.425","16.555","16.425","0.00K","-0.72%"
"2017年6月25日","16.680","16.685","16.720","16.655","-","0.31%"
"2017年6月23日","16.628","16.650","16.650","16.650","0.00K","0.84%"
"2017年6月22日","16.490","16.440","16.440","16.440","0.00K","0.83%"
"2017年6月21日","16.355","16.460","16.470","16.330","0.02K","-0.26%"
"2017年6月20日","16.398","16.470","16.570","16.375","0.05K","-0.52%"
"2017年6月19日","16.483","16.510","16.530","16.500","0.01K","-1.11%"
"2017年6月18日","16.668","16.649","16.669","16.642","-","0.19%"
"2017年6月16日","16.636","16.735","16.735","16.695","0.00K","-0.33%"
"2017年6月15日","16.691","16.630","16.730","16.630","0.01K","-2.43%"
"2017年6月14日","17.107","16.840","17.180","16.840","0.08K","2.20%"
"2017年6月13日","16.738","16.915","16.915","16.765","0.04K","-1.04%"
"2017年6月12日","16.914","17.115","17.115","17.005","0.01K","-1.36%"
"2017年6月11日","17.147","17.165","17.178","17.119","-","-0.27%"
"2017年6月9日","17.193","17.455","17.455","17.175","0.03K","-1.10%"
"2017年6月8日","17.384","17.595","17.605","17.365","0.02K","-1.15%"
"2017年6月7日","17.587","17.625","17.690","17.510","0.10K","-0.51%"
"2017年6月6日","17.677","17.510","17.695","17.510","0.02K","0.74%"
"2017年6月5日","17.547","17.545","17.600","17.545","0.01K","-0.15%"
"2017年6月4日","17.574","17.548","17.593","17.533","-","0.50%"
"2017年6月2日","17.487","17.205","17.505","17.120","0.25K","1.42%"
"2017年6月1日","17.243","17.300","17.305","17.025","0.08K","-0.72%"
"2017年5月31日","17.368","17.210","17.340","17.210","0.05K","-0.12%"
"2017年5月30日","17.388","17.335","17.400","17.210","0.88K","-0.02%"
"2017年5月29日","17.392","17.385","17.449","17.330","-","0.01%"
"2017年5月28日","17.390","17.348","17.394","17.348","-","0.62%"
"2017年5月26日","17.283","17.105","17.310","17.100","0.03K","0.76%"
"2017年5月25日","17.152","17.165","17.190","17.150","0.09K","0.44%"
"2017年5月24日","17.077","16.990","17.075","16.990","0.02K","-0.08%"
"2017年5月23日","17.091","17.080","17.230","17.010","0.07K","-0.30%"
"2017年5月22日","17.143","17.143","17.143","17.143","0.00K","0.90%"
"2017年5月21日","16.990","16.873","17.145","16.857","-","1.43%"
"2017年5月19日","16.750","16.525","16.775","16.525","0.07K","0.78%"
"2017年5月18日","16.621","16.700","16.705","16.510","0.06K","-1.37%"
"2017年5月17日","16.852","16.855","16.955","16.740","0.12K","0.95%"
"2017年5月16日","16.693","16.580","16.775","16.580","0.05K","0.80%"
"2017年5月15日","16.561","16.435","16.735","16.425","0.08K","0.55%"
"2017年5月14日","16.471","16.467","16.505","16.467","-","0.76%"
"2017年5月12日","16.346","16.285","16.405","16.280","0.04K","0.85%"
"2017年5月11日","16.209","16.155","16.315","16.155","0.07K","0.36%"
"2017年5月10日","16.151","16.145","16.235","16.100","0.13K","0.89%"
"2017年5月9日","16.008","16.145","16.185","16.030","0.09K","-1.18%"
"2017年5月8日","16.199","16.260","16.395","16.200","0.15K","-1.76%"
"2017年5月7日","16.490","16.311","16.491","16.311","-","1.70%"
"2017年5月5日","16.215","16.290","16.465","16.195","0.19K","-0.18%"
"2017年5月4日","16.244","16.425","16.550","16.210","0.68K","-1.47%"
"2017年5月3日","16.487","16.800","16.835","16.420","1.23K","-1.68%"
"2017年5月2日","16.769","16.855","16.955","16.755","0.54K","-0.07%"
"2017年5月1日","16.780","17.185","17.215","16.760","1.44K","-2.98%"
"2017年4月30日","17.295","17.264","17.311","17.264","-","0.60%"
"2017年4月28日","17.191","17.225","17.375","17.130","1.54K","-0.43%"
"2017年4月27日","17.265","17.460","17.470","17.205","35.74K","-0.51%"
"2017年4月26日","17.353","17.353","17.353","17.353","67.57K","-1.30%"
"2017年4月25日","17.581","17.575","17.575","17.560","0.03K","-1.50%"
"2017年4月24日","17.848","17.848","17.848","17.848","46.78K","-0.35%"
"2017年4月23日","17.910","17.850","17.910","17.680","-","0.45%"
"2017年4月21日","17.830","17.985","17.990","17.855","0.04K","-0.90%"
"2017年4月20日","17.992","17.992","17.992","17.992","41.78K","-0.79%"
"2017年4月19日","18.136","18.136","18.136","18.136","0.07K","-0.63%"
"2017年4月18日","18.251","18.251","18.251","18.251","36.12K","-1.31%"
"2017年4月17日","18.493","18.430","18.435","18.430","0.01K","-0.68%"
"2017年4月16日","18.620","18.580","18.630","18.560","-","0.40%"
"2017年4月14日","18.545","18.545","18.545","18.545","-","0.30%"
"2017年4月13日","18.489","18.475","18.500","18.470","0.01K","1.15%"
"2017年4月12日","18.279","18.320","18.390","18.320","0.14K","0.25%"
"2017年4月11日","18.233","18.040","18.290","18.040","0.02K","1.89%"
"2017年4月10日","17.894","17.820","17.830","17.750","0.06K","-0.54%"
"2017年4月9日","17.992","17.992","18.023","17.930","-","-0.76%"
"2017年4月7日","18.130","18.350","18.425","18.350","0.01K","-0.52%"
"2017年4月6日","18.225","18.170","18.170","18.170","0.14K","0.32%"
"2017年4月5日","18.166","18.215","18.215","18.165","0.03K","-0.74%"
"2017年4月4日","18.302","18.302","18.302","18.302","0.01K","0.61%"
"2017年4月3日","18.191","18.220","18.220","18.200","0.02K","-0.25%"
"2017年4月2日","18.237","18.280","18.280","18.237","-","0.01%"
"2017年3月31日","18.235","18.120","18.120","18.115","0.02K","0.27%"
"2017年3月30日","18.185","18.160","18.250","18.160","0.06K","-0.24%"
"2017年3月29日","18.228","18.228","18.228","18.228","0.00K","0.02%"
"2017年3月28日","18.225","18.145","18.185","18.140","0.07K","0.80%"
"2017年3月27日","18.080","18.100","18.100","18.100","0.01K","1.26%"
"2017年3月26日","17.855","17.800","17.883","17.800","-","0.76%"
"2017年3月24日","17.720","17.720","17.720","17.720","0.24K","0.89%"
"2017年3月23日","17.563","17.575","17.575","17.575","0.03K","0.10%"
"2017年3月22日","17.545","17.550","17.550","17.540","0.01K","-0.03%"
"2017年3月21日","17.550","17.335","17.530","17.335","0.02K","0.84%"
"2017年3月20日","17.403","17.425","17.425","17.355","0.08K","-0.14%"
"2017年3月19日","17.428","17.415","17.430","17.398","-","0.28%"
"2017年3月17日","17.379","17.300","17.360","17.280","0.06K","0.48%"
"2017年3月16日","17.296","17.390","17.470","17.255","0.23K","2.42%"
"2017年3月15日","16.888","16.900","17.220","16.820","0.12K","0.00%"
"2017年3月14日","16.888","16.925","16.960","16.910","0.09K","-0.28%"
"2017年3月13日","16.935","16.975","17.090","16.940","0.21K","-0.48%"
"2017年3月12日","17.017","17.050","17.062","17.000","-","0.79%"
"2017年3月10日","16.883","16.925","17.050","16.835","0.17K","-0.65%"
"2017年3月9日","16.993","17.160","17.255","16.925","0.11K","-1.53%"
"2017年3月8日","17.257","17.485","17.500","17.210","0.89K","-1.34%"
"2017年3月7日","17.492","17.720","17.720","17.465","0.36K","-1.31%"
"2017年3月6日","17.725","17.900","17.900","17.700","0.30K","-1.40%"
"2017年3月5日","17.977","17.980","17.980","17.938","-","1.58%"
"2017年3月3日","17.697","17.790","17.945","17.625","0.45K","-0.05%"
"2017年3月2日","17.705","18.405","18.405","17.690","0.90K","-4.00%"
"2017年3月1日","18.443","18.295","18.455","18.250","0.99K","0.12%"
"2017年2月28日","18.420","18.290","18.445","18.235","4.01K","0.36%"
"2017年2月27日","18.354","18.355","18.475","18.205","24.87K","-0.18%"
"2017年2月26日","18.388","18.420","18.430","18.383","-","0.29%"
"2017年2月24日","18.335","18.335","18.335","18.335","2.85K","1.23%"
"2017年2月23日","18.113","18.055","18.110","18.055","0.07K","0.95%"
"2017年2月22日","17.942","17.942","17.942","17.942","3.83K","-0.27%"
"2017年2月21日","17.990","17.990","18.050","17.960","0.19K","-0.29%"
"2017年2月20日","18.043","18.002","18.060","17.910","-","0.23%"
"2017年2月19日","18.002","17.990","18.027","17.980","-","-0.09%"
"2017年2月17日","18.019","18.005","18.050","18.005","0.18K","-0.24%"
"2017年2月16日","18.063","18.050","18.050","18.050","0.02K","0.65%"
"2017年2月15日","17.947","17.920","17.960","17.920","0.02K","0.42%"
"2017年2月14日","17.872","17.950","17.960","17.930","0.03K","0.38%"
"2017年2月13日","17.804","17.900","17.900","17.900","0.01K","-0.71%"
"2017年2月12日","17.932","17.913","17.947","17.913","-","0.11%"
"2017年2月10日","17.912","17.580","17.965","17.580","0.07K","1.08%"
"2017年2月9日","17.720","17.750","17.815","17.750","0.11K","0.21%"
"2017年2月8日","17.683","17.645","17.800","17.645","0.02K","-0.28%"
"2017年2月7日","17.733","17.575","17.640","17.575","0.01K","0.37%"
"2017年2月6日","17.667","17.595","17.730","17.570","0.03K","1.03%"
"2017年2月5日","17.487","17.520","17.545","17.468","-","0.19%"
"2017年2月3日","17.453","17.405","17.450","17.405","0.00K","0.29%"
"2017年2月2日","17.402","17.670","17.670","17.440","0.02K","-0.10%"
"2017年2月1日","17.420","17.450","17.590","17.450","0.02K","-0.53%"
"2017年1月31日","17.512","17.330","17.560","17.330","0.03K","2.28%"
"2017年1月30日","17.122","17.150","17.150","17.150","0.03K","-0.56%"
"2017年1月29日","17.218","17.180","17.233","17.170","-","0.69%"
"2017年1月27日","17.100","17.100","17.100","17.100","0.00K","1.70%"
"2017年1月26日","16.814","16.814","16.814","16.814","0.40K","-0.77%"
"2017年1月25日","16.944","16.830","16.960","16.830","0.01K","-1.20%"
"2017年1月24日","17.149","17.149","17.149","17.149","0.00K","-0.01%"
"2017年1月23日","17.150","17.200","17.200","17.130","0.01K","-0.19%"
"2017年1月22日","17.182","17.127","17.200","17.127","-","1.09%"
"2017年1月20日","16.997","16.925","17.120","16.925","0.07K","0.18%"
"2017年1月19日","16.967","16.967","16.967","16.967","0.00K","-1.55%"
"2017年1月18日","17.235","17.210","17.215","17.210","0.10K","0.78%"
"2017年1月17日","17.102","17.102","17.102","17.102","0.86K","1.60%"
"2017年1月16日","16.832","16.898","16.947","16.812","-","-0.39%"
"2017年1月15日","16.898","16.852","16.938","16.843","-","1.06%"
"2017年1月13日","16.720","16.720","16.720","16.720","0.01K","-0.36%"
"2017年1月12日","16.780","16.780","16.780","16.780","0.01K","-0.02%"
"2017年1月11日","16.783","16.610","16.610","16.610","0.00K","-0.12%"
"2017年1月10日","16.803","16.635","16.800","16.595","0.24K","1.04%"
"2017年1月9日","16.630","16.445","16.660","16.445","0.00K","0.44%"
"2017年1月8日","16.557","16.513","16.557","16.498","-","0.55%"
"2017年1月6日","16.466","16.375","16.490","16.375","0.00K","-0.71%"
"2017年1月5日","16.584","16.645","16.710","16.620","0.01K","0.52%"
"2017年1月4日","16.499","16.400","16.480","16.395","0.01K","0.87%"
"2017年1月3日","16.356","16.040","16.435","16.030","0.01K","2.13%"
"2017年1月2日","16.015","15.985","16.027","15.968","-","0.50%"
"2016年12月30日","15.936","16.235","16.235","15.860","0.16K","-1.40%"
"2016年12月29日","16.163","15.995","16.200","15.995","0.12K","1.09%"
"2016年12月28日","15.988","16.000","16.025","15.875","0.18K","0.37%"
"2016年12月27日","15.929","15.840","15.840","15.840","0.01K","0.66%"
"2016年12月26日","15.825","15.828","15.867","15.817","-","0.77%"
"2016年12月23日","15.704","15.775","15.800","15.740","0.01K","-0.70%"
"2016年12月22日","15.815","15.915","15.970","15.790","0.08K","-0.65%"
"2016年12月21日","15.918","16.105","16.125","15.950","0.19K","-0.85%"
"2016年12月20日","16.054","15.710","16.025","15.700","0.02K","0.17%"
"2016年12月19日","16.026","16.000","16.000","15.980","0.01K","-0.85%"
"2016年12月18日","16.163","16.145","16.172","16.140","-","0.06%"
"2016年12月16日","16.153","16.000","16.000","16.000","0.14K","1.61%"
"2016年12月15日","15.897","16.500","16.500","15.890","0.42K","-7.32%"
"2016年12月14日","17.152","17.140","17.140","16.800","0.16K","1.43%"
"2016年12月13日","16.911","17.075","17.150","16.765","0.20K","-1.20%"
"2016年12月12日","17.116","16.830","17.145","16.830","0.10K","0.87%"
"2016年12月11日","16.968","16.932","16.973","16.900","-","0.42%"
"2016年12月9日","16.897","16.980","17.020","16.820","0.19K","-0.75%"
"2016年12月8日","17.025","17.100","17.110","16.995","0.08K","-1.03%"
"2016年12月7日","17.203","16.665","17.190","16.645","0.04K","2.77%"
"2016年12月6日","16.740","16.840","16.860","16.765","0.27K","-0.50%"
"2016年12月5日","16.824","16.905","16.960","16.525","0.20K","-0.23%"
"2016年12月4日","16.862","16.793","17.047","16.793","-","0.65%"
"2016年12月2日","16.753","16.615","16.775","16.305","0.14K","1.98%"
"2016年12月1日","16.427","16.495","16.630","16.250","0.78K","0.13%"
"2016年11月30日","16.406","16.545","16.715","16.395","1.21K","-1.53%"
"2016年11月29日","16.661","16.605","16.700","16.390","17.88K","0.50%"
"2016年11月28日","16.578","16.578","16.578","16.578","0.32K","0.69%"
"2016年11月25日","16.464","16.540","16.540","16.540","0.00K","0.74%"
"2016年11月24日","16.343","16.348","16.390","16.218","-","-0.24%"
"2016年11月23日","16.383","16.255","16.260","16.255","0.00K","-1.44%"
"2016年11月22日","16.623","16.623","16.623","16.623","0.13K","0.67%"
"2016年11月21日","16.512","16.550","16.550","16.550","0.00K","-0.25%"
"2016年11月20日","16.553","16.600","16.600","16.527","-","-0.36%"
"2016年11月18日","16.613","16.613","16.613","16.613","0.03K","-0.88%"
"2016年11月17日","16.761","16.761","16.761","16.761","0.25K","-0.90%"
"2016年11月16日","16.914","16.925","16.925","16.925","0.00K","-0.68%"
"2016年11月15日","17.029","17.050","17.050","17.050","0.00K","0.90%"
"2016年11月14日","16.877","17.460","17.460","16.805","0.02K","-3.32%"
"2016年11月13日","17.457","17.332","17.487","17.332","-","0.54%"
"2016年11月11日","17.364","18.705","18.800","17.335","0.03K","-7.22%"
"2016年11月10日","18.716","18.475","18.475","18.460","0.00K","1.96%"
